date,city,total_consumption,residential,commercial,industrial,cooling_specific
2021-07-28,New York,5032,1757,1121,1143,551
2021-07-29,New York,7703,2321,1803,1834,954
2021-07-30,New York,8431,3487,2158,1943,1371
2021-07-31,New York,8286,2688,3147,2286,1083
2021-08-01,New York,7248,3076,1908,2015,1137
2021-08-02,New York,7292,2639,2580,1653,1048
2021-08-03,New York,8294,3584,2995,1947,1602
2021-08-04,New York,6459,2788,2113,1216,795
2021-08-05,New York,8198,3066,1925,1887,1085
2021-08-06,New York,6518,2236,1842,1650,962
2021-08-07,New York,7038,3457,1880,973,814
2021-08-08,New York,7324,2982,2714,2036,1350
2021-08-09,New York,6072,2137,2123,1414,625
2021-08-10,New York,6753,2588,2007,1225,1177
2021-08-11,New York,6001,2063,1524,1215,908
2021-08-12,New York,6556,1978,1959,949,1305
2021-08-13,New York,6812,2239,1861,1954,1098
2021-08-14,New York,6750,2304,1982,1175,1320
2021-08-15,New York,7900,2786,2569,1490,964
2021-08-16,New York,8685,3562,3183,2221,1055
2021-08-17,New York,9212,3910,3334,1762,1325
2021-08-18,New York,5637,2005,1874,1515,1035
2021-08-19,New York,8889,4019,2050,1905,1705
2021-08-20,New York,6111,2582,2333,839,646
2021-08-21,New York,5145,2037,1707,1439,604
2021-08-22,New York,6921,2220,1512,1686,1156
2021-08-23,New York,5757,2519,1305,1408,814
2021-08-24,New York,7930,3141,2801,1635,1148
2021-08-25,New York,6638,2922,1917,1844,1153
2021-08-26,New York,6617,3074,1519,1264,839
2021-08-27,New York,7707,3511,1983,1781,835
2021-08-28,New York,6999,2585,2740,821,1051
2021-08-29,New York,6021,2966,1888,761,854
2021-08-30,New York,7695,2619,2431,1270,960
2021-08-31,New York,5941,2385,1383,891,793
2021-09-01,New York,5816,2130,1216,1588,814
2021-09-02,New York,6826,2296,1611,1122,915
2021-09-03,New York,6425,2555,1713,1900,1082
2021-09-04,New York,8151,2447,2637,2001,1336
2021-09-05,New York,6906,3363,2389,1905,734
2021-09-06,New York,5039,2498,1784,1278,521
2021-09-07,New York,4329,2146,1163,1218,513
2021-09-08,New York,6363,2061,1291,869,993
2021-09-09,New York,6879,3163,1874,1714,975
2021-09-10,New York,6559,2859,2341,1264,860
2021-09-11,New York,6094,1975,1613,1265,938
2021-09-12,New York,5708,1716,1377,1692,1018
2021-09-13,New York,8057,2763,2995,1036,842
2021-09-14,New York,7021,3251,1549,1203,1195
2021-09-15,New York,8073,3639,2954,878,1251
2021-09-16,New York,5796,2543,1501,1324,1103
2021-09-17,New York,7608,2838,1797,1415,1364
2021-09-18,New York,8364,3448,2025,2077,1027
2021-09-19,New York,9493,2922,2049,1312,1642
2021-09-20,New York,8083,3522,2844,1222,1179
2021-09-21,New York,6910,3202,2369,1132,1371
2021-09-22,New York,5824,1930,1283,916,636
2021-09-23,New York,8207,3425,2272,2110,1076
2021-09-24,New York,6163,2210,2240,1247,964
2021-09-25,New York,7247,3259,1808,971,1309
2021-09-26,New York,6299,1969,1457,673,900
2021-09-27,New York,6021,2950,2029,977,940
2021-09-28,New York,7777,2687,2018,2007,1410
2021-09-29,New York,7217,3503,2759,2064,1205
2021-09-30,New York,6125,2701,1836,735,646
2021-10-01,New York,8271,3621,1657,1817,911
2021-10-02,New York,7344,3022,1549,2125,772
2021-10-03,New York,7499,2816,2559,1090,1412
2021-10-04,New York,8872,2851,2677,2060,1550
2021-10-05,New York,7673,2512,2199,1437,1347
2021-10-06,New York,7362,2343,2575,873,1397
2021-10-07,New York,7089,2803,1563,1746,805
2021-10-08,New York,5287,2111,1310,877,754
2021-10-09,New York,7753,3424,1854,1325,1075
2021-10-10,New York,6397,2371,2550,1816,714
2021-10-11,New York,8024,2408,2626,2210,876
2021-10-12,New York,7256,3241,1772,2087,1376
2021-10-13,New York,5102,2180,1781,1483,916
2021-10-14,New York,6808,2133,1694,687,1044
2021-10-15,New York,5523,2321,1878,1255,658
2021-10-16,New York,7239,2480,2831,1991,1106
2021-10-17,New York,5830,1978,1726,1164,1103
2021-10-18,New York,6703,3262,2329,1430,1204
2021-10-19,New York,6721,2105,2577,1625,907
2021-10-20,New York,5643,1699,1308,921,733
2021-10-21,New York,7651,3396,2949,1790,1077
2021-10-22,New York,7400,3255,1604,1133,1452
2021-10-23,New York,8013,2479,3177,2399,1002
2021-10-24,New York,7425,3405,2337,1588,769
2021-10-25,New York,8607,3373,1983,2466,1440
2021-10-26,New York,8111,3054,2296,956,1061
2021-10-27,New York,8012,3268,2748,1963,1561
2021-10-28,New York,7227,3545,2375,996,1227
2021-10-29,New York,7625,3125,2726,1545,1430
2021-10-30,New York,5893,2013,1324,1184,839
2021-10-31,New York,7054,2436,2197,736,779
2021-11-01,New York,5860,1949,1195,1129,1054
2021-11-02,New York,5362,1969,1985,1600,1063
2021-11-03,New York,5655,2119,1136,1692,734
2021-11-04,New York,6978,2820,2484,1089,802
2021-11-05,New York,6673,2283,2513,773,859
2021-11-06,New York,6342,1982,2250,823,948
2021-11-07,New York,6317,2636,2437,1815,1165
2021-11-08,New York,6962,3293,2411,1002,1120
2021-11-09,New York,7904,2733,1637,1323,1075
2021-11-10,New York,9195,2815,3526,1584,1409
2021-11-11,New York,6842,2981,2442,1145,1353
2021-11-12,New York,7243,3366,2563,1296,1143
2021-11-13,New York,8680,3014,2666,1353,1628
2021-11-14,New York,6473,3064,2114,1728,807
2021-11-15,New York,9389,4594,3006,2552,1478
2021-11-16,New York,5125,2307,1430,1503,798
2021-11-17,New York,7828,2716,3041,997,1142
2021-11-18,New York,6252,3000,2377,1407,735
2021-11-19,New York,7158,2161,1436,2062,851
2021-11-20,New York,8116,3697,2683,1408,953
2021-11-21,New York,7321,2935,2036,1237,1141
2021-11-22,New York,7514,3552,2606,1259,1092
2021-11-23,New York,6704,2528,1580,1404,1302
2021-11-24,New York,5997,2732,1462,1395,1193
2021-11-25,New York,7344,3258,1765,1279,1042
2021-11-26,New York,6095,2613,2100,1025,961
2021-11-27,New York,6174,2764,2075,1473,1063
2021-11-28,New York,6741,2050,1603,1336,989
2021-11-29,New York,6045,2278,1373,1438,622
2021-11-30,New York,8391,2935,2857,1678,1071
2021-12-01,New York,5668,1708,1188,1382,597
2021-12-02,New York,7150,2186,1948,2044,760
2021-12-03,New York,8004,2527,1846,1647,929
2021-12-04,New York,9140,2852,2427,1433,1465
2021-12-05,New York,7688,3014,1859,1434,866
2021-12-06,New York,6742,2740,2513,1484,1068
2021-12-07,New York,8016,2543,2677,1126,1000
2021-12-08,New York,7736,3755,2978,1157,1492
2021-12-09,New York,7027,2952,1910,1772,722
2021-12-10,New York,7340,2209,2125,984,818
2021-12-11,New York,7554,2981,1738,797,1125
2021-12-12,New York,5097,1742,1706,1129,820
2021-12-13,New York,6011,2644,2359,1368,951
2021-12-14,New York,7633,2836,2447,1191,1499
2021-12-15,New York,6996,2890,1462,2009,734
2021-12-16,New York,6871,3422,1586,2055,725
2021-12-17,New York,7703,3482,2641,1800,1442
2021-12-18,New York,4860,2202,1705,786,540
2021-12-19,New York,6835,2934,1489,1823,709
2021-12-20,New York,5630,2102,1723,960,724
2021-12-21,New York,7311,3101,2331,747,852
2021-12-22,New York,4744,1755,1207,553,805
2021-12-23,New York,7440,3221,2957,1536,1306
2021-12-24,New York,6482,2739,2589,658,815
2021-12-25,New York,6473,2982,2353,1521,1060
2021-12-26,New York,6855,2158,1843,1120,1054
2021-12-27,New York,6717,2369,1441,1289,931
2021-12-28,New York,6602,2433,1976,1207,729
2021-12-29,New York,4759,2358,1263,823,816
2021-12-30,New York,5465,2331,1580,782,623
2021-12-31,New York,7449,3019,2780,1803,1086
2022-01-01,New York,6979,2132,2302,1648,791
2022-01-02,New York,5645,2107,1572,830,1036
2022-01-03,New York,7704,2415,2114,1259,772
2022-01-04,New York,7445,3066,2509,2120,824
2022-01-05,New York,5440,2115,2001,1297,882
2022-01-06,New York,6305,2743,1660,1254,785
2022-01-07,New York,8948,3045,2245,2607,1109
2022-01-08,New York,7382,2568,2435,1842,759
2022-01-09,New York,8070,4011,1666,1551,1079
2022-01-10,New York,7879,2626,1638,1701,1049
2022-01-11,New York,7489,3212,1778,1107,945
2022-01-12,New York,5697,1730,2234,1336,873
2022-01-13,New York,5602,2580,1706,1096,797
2022-01-14,New York,7812,3408,2033,1786,1075
2022-01-15,New York,6156,2346,1477,798,634
2022-01-16,New York,5854,2799,2097,1281,1055
2022-01-17,New York,7679,3522,2882,1014,1522
2022-01-18,New York,7418,3691,1859,1231,1391
2022-01-19,New York,7740,2376,2167,1074,939
2022-01-20,New York,8341,2820,3259,1426,1236
2022-01-21,New York,5616,2786,1493,1463,682
2022-01-22,New York,6059,3019,1400,1213,666
2022-01-23,New York,7014,2845,1993,1807,1323
2022-01-24,New York,7765,2936,2597,2290,953
2022-01-25,New York,6973,3062,2450,888,937
2022-01-26,New York,7575,3467,2576,787,1171
2022-01-27,New York,6308,2306,1817,1711,961
2022-01-28,New York,6986,3210,2148,1240,992
2022-01-29,New York,7058,3070,1727,935,1309
2022-01-30,New York,6575,2918,2240,1482,952
2022-01-31,New York,8559,3987,3123,2359,876
2022-02-01,New York,8012,3680,2445,2393,1528
2022-02-02,New York,6122,2074,1582,1419,1047
2022-02-03,New York,6785,2886,2202,795,1056
2022-02-04,New York,7479,2245,2632,1459,918
2022-02-05,New York,8254,3634,3035,1794,980
2022-02-06,New York,6185,2159,1799,1519,1081
2022-02-07,New York,6698,2068,1685,1476,1044
2022-02-08,New York,6973,2849,1582,774,907
2022-02-09,New York,6683,2713,2460,1441,1190
2022-02-10,New York,7563,3369,2617,1539,1395
2022-02-11,New York,5698,2236,1401,1025,732
2022-02-12,New York,6133,3040,1445,1299,1167
2022-02-13,New York,6446,2262,2351,788,825
2022-02-14,New York,7137,2665,2521,1033,777
2022-02-15,New York,6953,2850,2507,1592,1155
2022-02-16,New York,6385,3003,2277,931,1004
2022-02-17,New York,6364,2774,1751,1592,638
2022-02-18,New York,6157,2446,2017,745,1114
2022-02-19,New York,7075,2558,2591,1136,922
2022-02-20,New York,6031,2272,1306,858,666
2022-02-21,New York,8145,4028,2561,1939,1496
2022-02-22,New York,7521,3758,2708,1715,845
2022-02-23,New York,7527,2344,1800,2206,1202
2022-02-24,New York,5271,2422,1648,1470,637
2022-02-25,New York,5325,2024,1330,1471,959
2022-02-26,New York,6916,3366,1438,1463,797
2022-02-27,New York,7056,2766,2128,2025,1088
2022-02-28,New York,6408,2191,1878,698,768
2022-03-01,New York,8011,3129,2209,997,1060
2022-03-02,New York,6690,2319,1380,1940,1307
2022-03-03,New York,8009,2517,2808,2186,1228
2022-03-04,New York,8132,3983,3226,2169,1445
2022-03-05,New York,6154,2679,2362,633,913
2022-03-06,New York,8297,2951,2251,1233,1498
2022-03-07,New York,9164,4121,2646,1220,949
2022-03-08,New York,6919,3294,2642,1697,1268
2022-03-09,New York,3334,1308,1139,454,533
2022-03-10,New York,7855,3292,1686,2310,1461
2022-03-11,New York,7607,2683,3032,1644,1138
2022-03-12,New York,9173,3029,2882,1796,1457
2022-03-13,New York,7190,3534,2404,784,885
2022-03-14,New York,6911,3341,1999,1755,1244
2022-03-15,New York,7197,3534,2850,1329,812
2022-03-16,New York,7173,2205,2512,743,803
2022-03-17,New York,7789,2605,1616,1067,1306
2022-03-18,New York,8314,4136,3283,2323,894
2022-03-19,New York,7115,2590,2735,1948,924
2022-03-20,New York,6629,2340,1938,970,902
2022-03-21,New York,6333,2161,1560,1355,953
2022-03-22,New York,8654,3950,2832,1203,929
2022-03-23,New York,5212,2478,1274,530,701
2022-03-24,New York,6707,2593,1433,1368,1209
2022-03-25,New York,6980,3091,1980,1625,792
2022-03-26,New York,6334,2727,2375,923,1134
2022-03-27,New York,6089,2224,1448,1057,714
2022-03-28,New York,7324,2749,1679,1798,1198
2022-03-29,New York,7017,3012,1757,1790,993
2022-03-30,New York,6520,2066,1714,1941,1183
2022-03-31,New York,8670,4206,1791,1954,1507
2022-04-01,New York,6390,2117,2182,1062,947
2022-04-02,New York,7194,3489,2008,955,1309
2022-04-03,New York,6451,2714,2171,1034,759
2022-04-04,New York,6635,2027,1347,988,1271
2022-04-05,New York,7815,3886,2108,1640,1381
2022-04-06,New York,5167,2339,1236,789,809
2022-04-07,New York,7700,3665,1576,1369,929
2022-04-08,New York,6797,3354,2114,874,1292
2022-04-09,New York,5454,1641,1150,757,875
2022-04-10,New York,7109,3108,1567,1107,944
2022-04-11,New York,6457,2526,1300,1418,1143
2022-04-12,New York,5873,2891,2011,799,1144
2022-04-13,New York,6882,2291,1874,1174,1183
2022-04-14,New York,4963,1931,1448,953,857
2022-04-15,New York,8031,3935,1855,1508,1297
2022-04-16,New York,6405,2982,2155,1265,876
2022-04-17,New York,7948,3356,2218,892,867
2022-04-18,New York,6319,2007,1504,1601,882
2022-04-19,New York,7348,2658,1588,1924,811
2022-04-20,New York,7007,2523,1429,1329,1159
2022-04-21,New York,4942,1994,1020,1231,849
2022-04-22,New York,7305,3128,2888,1141,831
2022-04-23,New York,6445,2557,2275,1717,818
2022-04-24,New York,8200,3885,3006,2268,1583
2022-04-25,New York,8150,2772,2147,884,1017
2022-04-26,New York,7877,3289,2740,1432,1192
2022-04-27,New York,6440,2978,1603,1165,1208
2022-04-28,New York,6193,1909,1668,1459,688
2022-04-29,New York,7558,2687,1962,1177,1281
2022-04-30,New York,6883,2206,2429,899,1160
2022-05-01,New York,8329,3763,2495,1217,898
2022-05-02,New York,8100,3917,1639,2270,1007
2022-05-03,New York,8269,2994,1755,1417,1387
2022-05-04,New York,5628,2414,1530,658,1083
2022-05-05,New York,5796,2209,1616,1410,857
2022-05-06,New York,5846,2793,1350,1369,1082
2022-05-07,New York,8739,2906,2228,2210,1727
2022-05-08,New York,6703,3019,1801,1908,673
2022-05-09,New York,8343,3156,2136,2110,901
2022-05-10,New York,6579,2670,1389,1330,1025
2022-05-11,New York,8435,3773,2645,2277,1252
2022-05-12,New York,9506,4230,2508,2485,1489
2022-05-13,New York,5483,2338,2186,707,1000
2022-05-14,New York,7546,2708,2113,1391,1218
2022-05-15,New York,5848,2563,1774,812,633
2022-05-16,New York,5807,2091,1371,623,724
2022-05-17,New York,7238,3607,2079,1629,807
2022-05-18,New York,6288,2547,1648,1059,1147
2022-05-19,New York,7320,2717,2902,1469,734
2022-05-20,New York,7419,3359,2551,979,1327
2022-05-21,New York,7518,3299,1943,1057,1037
2022-05-22,New York,6704,3315,1631,724,972
2022-05-23,New York,6516,2338,1382,1010,709
2022-05-24,New York,7363,2759,2372,1044,900
2022-05-25,New York,6296,2804,1438,1697,1210
2022-05-26,New York,6918,2816,2396,866,1143
2022-05-27,New York,5762,2194,1504,1648,712
2022-05-28,New York,6819,2728,2706,1857,1121
2022-05-29,New York,7085,2474,2701,1882,1162
2022-05-30,New York,7153,3307,1710,1444,765
2022-05-31,New York,7394,3605,2303,1467,1336
2022-06-01,New York,7076,2568,1581,1506,1140
2022-06-02,New York,6970,2377,2053,877,750
2022-06-03,New York,7346,3265,2836,982,1167
2022-06-04,New York,7259,3136,2289,1590,1047
2022-06-05,New York,6745,3331,1816,1547,911
2022-06-06,New York,7905,3610,2309,2020,1540
2022-06-07,New York,7990,3201,3042,1889,1112
2022-06-08,New York,7375,2762,2025,1931,1226
2022-06-09,New York,6705,2558,2672,1972,1291
2022-06-10,New York,8285,3562,3309,1289,1601
2022-06-11,New York,5712,2156,1428,713,609
2022-06-12,New York,7661,2977,2221,2297,1168
2022-06-13,New York,7338,3139,2416,1603,800
2022-06-14,New York,7375,2925,1841,1965,755
2022-06-15,New York,7474,2911,1637,1618,1429
2022-06-16,New York,8356,3520,1884,2164,1041
2022-06-17,New York,7412,2372,2015,806,1268
2022-06-18,New York,8458,2915,2358,2111,1013
2022-06-19,New York,7242,2965,1887,1818,1412
2022-06-20,New York,6266,2791,2237,1160,781
2022-06-21,New York,6602,2494,1329,780,994
2022-06-22,New York,7263,3310,2135,1842,1424
2022-06-23,New York,4336,1716,1430,851,484
2022-06-24,New York,7931,3031,2532,1390,1413
2022-06-25,New York,6622,2542,2512,1016,1221
2022-06-26,New York,6573,2946,2411,1237,940
2022-06-27,New York,8635,3282,3182,2253,1664
2022-06-28,New York,8055,2807,1683,1554,1116
2022-06-29,New York,7003,2978,2778,1638,1360
2022-06-30,New York,7432,2736,1953,1184,925
2022-07-01,New York,7714,2758,2290,2087,1524
2022-07-02,New York,6746,2684,2356,1304,824
2022-07-03,New York,7358,2706,2384,2023,1046
2022-07-04,New York,6351,2012,1298,943,1123
2022-07-05,New York,7726,2612,1684,2303,1236
2022-07-06,New York,6685,3058,2198,1518,1279
2022-07-07,New York,7773,2461,2614,946,992
2022-07-08,New York,5352,2551,1733,885,817
2022-07-09,New York,6627,2690,1981,1864,1271
2022-07-10,New York,6966,2404,1960,1333,895
2022-07-11,New York,7622,3551,2446,1555,997
2022-07-12,New York,5681,2122,1312,1542,593
2022-07-13,New York,8284,3929,3160,1879,1297
2022-07-14,New York,6631,2292,1777,1490,1266
2022-07-15,New York,6357,2867,2197,1207,996
2022-07-16,New York,8591,3213,3273,2225,1598
2022-07-17,New York,7699,2617,2265,1769,1440
2022-07-18,New York,6511,3127,2495,1024,822
2022-07-19,New York,6771,2568,2081,944,716
2022-07-20,New York,6179,1945,1357,1476,899
2022-07-21,New York,6967,2935,1835,975,754
2022-07-22,New York,5316,2340,1873,733,566
2022-07-23,New York,8192,3108,2328,1804,1422
2022-07-24,New York,7453,3302,2862,2101,1171
2022-07-25,New York,7814,3885,3008,1695,895
2022-07-26,New York,8037,3411,2542,1621,840
2022-07-27,New York,7656,2399,3018,874,1049
2022-07-28,New York,7746,3229,1631,1443,1159
2022-07-29,New York,8443,3146,2879,2049,1289
2022-07-30,New York,5602,2729,1284,1259,840
2022-07-31,New York,7692,2661,2636,1163,1000
2022-08-01,New York,7296,2784,2222,2132,794
2022-08-02,New York,6580,2888,1594,699,1290
2022-08-03,New York,6244,2582,1944,1742,938
2022-08-04,New York,9506,4708,2835,1397,1795
2022-08-05,New York,8030,3692,2670,1807,1236
2022-08-06,New York,6889,2351,2161,1527,1028
2022-08-07,New York,4919,1881,1605,1394,834
2022-08-08,New York,6650,2327,1563,1010,710
2022-08-09,New York,5459,2509,1410,969,806
2022-08-10,New York,7986,2461,2162,969,917
2022-08-11,New York,8408,2525,2784,1750,1647
2022-08-12,New York,7154,3289,1528,1664,1174
2022-08-13,New York,7246,2183,1738,1638,801
2022-08-14,New York,7577,3476,2820,1059,1396
2022-08-15,New York,7229,3185,1717,1923,831
2022-08-16,New York,8776,2915,2060,2289,1227
2022-08-17,New York,6780,2251,1427,1728,924
2022-08-18,New York,6051,2072,2293,1326,920
2022-08-19,New York,7498,2756,2939,1576,918
2022-08-20,New York,7920,2410,2802,1631,1510
2022-08-21,New York,6395,1938,1325,1235,800
2022-08-22,New York,7724,3177,2041,2287,1151
2022-08-23,New York,7554,3752,2811,1783,1216
2022-08-24,New York,7078,2376,2394,1280,791
2022-08-25,New York,7315,3184,2492,1100,844
2022-08-26,New York,6073,2933,2095,1098,996
2022-08-27,New York,7791,2408,2849,1675,907
2022-08-28,New York,6074,1899,1397,798,674
2022-08-29,New York,6956,3296,2533,1846,1108
2022-08-30,New York,6866,3283,2704,1886,982
2022-08-31,New York,7422,3705,2529,2221,772
2022-09-01,New York,6778,2199,1921,1420,1269
2022-09-02,New York,7689,2528,2183,849,1004
2022-09-03,New York,7201,3143,2091,1181,1156
2022-09-04,New York,7840,3023,2303,1812,1165
2022-09-05,New York,6536,3205,1767,1184,877
2022-09-06,New York,7713,3369,2742,1948,799
2022-09-07,New York,8144,3499,1656,1631,937
2022-09-08,New York,8256,2866,3035,2359,963
2022-09-09,New York,6821,2776,1412,806,1032
2022-09-10,New York,6888,2300,2037,1887,1355
2022-09-11,New York,5574,1858,1625,1605,884
2022-09-12,New York,8588,3879,2706,1323,1373
2022-09-13,New York,8274,3196,1870,853,1297
2022-09-14,New York,7424,2321,1931,1774,1107
2022-09-15,New York,7643,2791,1789,874,1314
2022-09-16,New York,7975,3010,3152,2183,1125
2022-09-17,New York,6650,2171,2082,697,926
2022-09-18,New York,6989,3249,2525,1408,1252
