date,city,aqi,pm25,ozone,no2,co
2021-05-13,New York,86,10.6,0.067,0.059,0.53
2021-05-14,New York,97,10.0,0.052,0.067,0.77
2021-05-15,New York,94,13.0,0.047,0.053,0.67
2021-05-16,New York,90,14.5,0.06,0.029,0.73
2021-05-17,New York,85,14.5,0.054,0.048,0.43
2021-05-18,New York,84,22.0,0.082,0.036,0.65
2021-05-19,New York,94,20.8,0.049,0.053,0.69
2021-05-20,New York,90,10.3,0.052,0.046,0.77
2021-05-21,New York,98,13.9,0.078,0.044,0.69
2021-05-22,New York,119,21.9,0.071,0.057,0.68
2021-05-23,New York,81,21.8,0.06,0.052,0.44
2021-05-24,New York,93,13.7,0.069,0.043,0.56
2021-05-25,New York,94,12.3,0.051,0.047,0.87
2021-05-26,New York,91,11.9,0.057,0.058,0.49
2021-05-27,New York,89,10.7,0.08,0.051,0.68
2021-05-28,New York,84,15.7,0.081,0.031,0.43
2021-05-29,New York,84,25.1,0.063,0.041,0.43
2021-05-30,New York,78,10.7,0.045,0.032,0.68
2021-05-31,New York,86,25.6,0.055,0.042,0.69
2021-06-01,New York,84,13.4,0.047,0.055,0.74
2021-06-02,New York,94,14.0,0.051,0.048,0.58
2021-06-03,New York,84,9.0,0.073,0.04,0.59
2021-06-04,New York,89,11.1,0.06,0.06,0.51
2021-06-05,New York,94,19.2,0.067,0.044,0.55
2021-06-06,New York,80,17.8,0.046,0.024,0.8
2021-06-07,New York,91,12.8,0.066,0.032,0.55
2021-06-08,New York,79,12.8,0.042,0.041,0.42
2021-06-09,New York,82,19.4,0.053,0.055,0.69
2021-06-10,New York,87,16.7,0.083,0.056,0.72
2021-06-11,New York,72,18.7,0.06,0.045,0.66
2021-06-12,New York,86,18.8,0.053,0.052,0.49
2021-06-13,New York,99,10.9,0.087,0.037,0.88
2021-06-14,New York,84,12.0,0.047,0.035,0.79
2021-06-15,New York,85,11.7,0.068,0.041,0.77
2021-06-16,New York,101,27.1,0.054,0.052,0.95
2021-06-17,New York,94,26.1,0.091,0.043,0.59
2021-06-18,New York,76,19.0,0.046,0.033,0.67
2021-06-19,New York,76,13.1,0.045,0.029,0.41
2021-06-20,New York,95,19.3,0.084,0.065,0.89
2021-06-21,New York,80,11.0,0.044,0.044,0.42
2021-06-22,New York,75,16.8,0.047,0.031,0.63
2021-06-23,New York,76,21.4,0.05,0.026,0.69
2021-06-24,New York,87,17.6,0.086,0.05,0.75
2021-06-25,New York,97,10.4,0.091,0.061,0.86
2021-06-26,New York,91,13.6,0.07,0.053,0.7
2021-06-27,New York,78,13.6,0.059,0.028,0.49
2021-06-28,New York,82,9.0,0.069,0.035,0.49
2021-06-29,New York,79,9.2,0.06,0.045,0.67
2021-06-30,New York,76,16.0,0.038,0.051,0.53
2021-07-01,New York,77,19.1,0.042,0.049,0.44
2021-07-02,New York,71,11.1,0.05,0.033,0.37
2021-07-03,New York,79,15.8,0.077,0.031,0.68
2021-07-04,New York,73,20.4,0.046,0.025,0.57
2021-07-05,New York,70,11.8,0.068,0.047,0.65
2021-07-06,New York,77,18.1,0.056,0.033,0.72
2021-07-07,New York,91,26.5,0.057,0.05,0.48
2021-07-08,New York,81,16.8,0.071,0.028,0.44
2021-07-09,New York,78,17.9,0.077,0.037,0.64
2021-07-10,New York,68,9.4,0.045,0.042,0.62
2021-07-11,New York,66,7.4,0.064,0.044,0.48
2021-07-12,New York,57,14.1,0.031,0.024,0.36
2021-07-13,New York,74,12.6,0.047,0.049,0.42
2021-07-14,New York,79,23.3,0.063,0.031,0.71
2021-07-15,New York,84,21.7,0.064,0.043,0.54
2021-07-16,New York,60,7.0,0.055,0.02,0.46
2021-07-17,New York,82,10.9,0.066,0.036,0.63
2021-07-18,New York,73,20.4,0.072,0.05,0.55
2021-07-19,New York,71,20.0,0.063,0.039,0.65
2021-07-20,New York,77,8.9,0.07,0.034,0.52
2021-07-21,New York,82,15.9,0.049,0.042,0.67
2021-07-22,New York,81,18.4,0.069,0.05,0.55
2021-07-23,New York,60,14.6,0.05,0.032,0.43
2021-07-24,New York,79,9.9,0.042,0.039,0.41
2021-07-25,New York,84,16.8,0.05,0.045,0.61
2021-07-26,New York,68,18.1,0.034,0.043,0.6
2021-07-27,New York,93,27.5,0.069,0.06,0.5
2021-07-28,New York,77,13.0,0.041,0.033,0.4
2021-07-29,New York,66,13.0,0.054,0.041,0.37
2021-07-30,New York,59,10.9,0.048,0.032,0.49
2021-07-31,New York,72,9.0,0.041,0.028,0.39
2021-08-01,New York,75,19.8,0.041,0.048,0.62
2021-08-02,New York,66,10.0,0.045,0.024,0.37
2021-08-03,New York,57,8.2,0.03,0.033,0.37
2021-08-04,New York,89,16.2,0.054,0.047,0.66
2021-08-05,New York,80,10.6,0.078,0.029,0.42
2021-08-06,New York,75,8.2,0.046,0.041,0.61
2021-08-07,New York,74,15.9,0.05,0.023,0.49
2021-08-08,New York,75,22.0,0.046,0.039,0.64
2021-08-09,New York,67,12.7,0.036,0.04,0.4
2021-08-10,New York,64,10.3,0.058,0.03,0.45
2021-08-11,New York,68,7.8,0.039,0.024,0.41
2021-08-12,New York,57,14.0,0.051,0.023,0.55
2021-08-13,New York,67,17.3,0.054,0.036,0.38
2021-08-14,New York,55,9.8,0.041,0.025,0.54
2021-08-15,New York,66,17.8,0.061,0.039,0.63
2021-08-16,New York,54,6.2,0.035,0.025,0.52
2021-08-17,New York,71,16.5,0.052,0.027,0.44
2021-08-18,New York,75,22.4,0.074,0.026,0.62
2021-08-19,New York,66,9.7,0.044,0.024,0.45
2021-08-20,New York,62,15.1,0.032,0.038,0.52
2021-08-21,New York,62,9.0,0.058,0.038,0.51
2021-08-22,New York,51,10.1,0.037,0.03,0.49
2021-08-23,New York,68,18.2,0.053,0.033,0.6
2021-08-24,New York,75,10.3,0.064,0.049,0.74
2021-08-25,New York,66,14.8,0.04,0.032,0.46
2021-08-26,New York,82,10.7,0.069,0.049,0.66
2021-08-27,New York,55,9.3,0.032,0.026,0.49
2021-08-28,New York,55,8.7,0.042,0.024,0.43
2021-08-29,New York,63,17.1,0.058,0.037,0.53
2021-08-30,New York,56,10.1,0.03,0.017,0.36
2021-08-31,New York,77,8.7,0.072,0.029,0.49
2021-09-01,New York,69,15.1,0.063,0.026,0.35
2021-09-02,New York,85,9.9,0.06,0.028,0.84
2021-09-03,New York,50,13.0,0.03,0.032,0.34
2021-09-04,New York,70,11.0,0.066,0.037,0.39
2021-09-05,New York,65,8.2,0.053,0.041,0.63
2021-09-06,New York,41,10.4,0.032,0.024,0.29
2021-09-07,New York,56,14.4,0.05,0.031,0.41
2021-09-08,New York,60,14.1,0.048,0.027,0.52
2021-09-09,New York,75,20.8,0.06,0.036,0.68
2021-09-10,New York,59,16.3,0.054,0.026,0.41
2021-09-11,New York,59,13.8,0.033,0.038,0.41
2021-09-12,New York,66,19.0,0.057,0.041,0.55
2021-09-13,New York,49,11.5,0.034,0.032,0.36
2021-09-14,New York,42,10.6,0.034,0.014,0.37
2021-09-15,New York,71,11.8,0.045,0.029,0.47
2021-09-16,New York,65,15.3,0.064,0.031,0.41
2021-09-17,New York,49,12.6,0.037,0.031,0.28
2021-09-18,New York,53,7.2,0.039,0.016,0.31
2021-09-19,New York,46,7.4,0.039,0.017,0.43
2021-09-20,New York,66,10.4,0.051,0.033,0.44
2021-09-21,New York,78,22.3,0.047,0.036,0.42
2021-09-22,New York,53,15.2,0.046,0.02,0.4
2021-09-23,New York,45,5.9,0.029,0.026,0.42
2021-09-24,New York,79,16.5,0.06,0.043,0.46
2021-09-25,New York,45,13.2,0.023,0.018,0.27
2021-09-26,New York,56,12.1,0.043,0.029,0.37
2021-09-27,New York,68,9.8,0.051,0.044,0.51
2021-09-28,New York,73,12.2,0.052,0.038,0.6
2021-09-29,New York,41,4.7,0.038,0.026,0.38
2021-09-30,New York,40,9.1,0.038,0.017,0.37
2021-10-01,New York,65,18.1,0.064,0.023,0.54
2021-10-02,New York,45,5.1,0.042,0.015,0.3
2021-10-03,New York,73,7.6,0.064,0.036,0.61
2021-10-04,New York,60,9.8,0.039,0.041,0.44
2021-10-05,New York,63,16.6,0.041,0.021,0.45
2021-10-06,New York,52,10.2,0.031,0.023,0.4
2021-10-07,New York,55,13.8,0.052,0.023,0.51
2021-10-08,New York,73,17.3,0.038,0.043,0.69
2021-10-09,New York,59,6.5,0.031,0.039,0.45
2021-10-10,New York,58,15.9,0.044,0.024,0.34
2021-10-11,New York,68,18.7,0.039,0.032,0.5
2021-10-12,New York,65,7.1,0.038,0.037,0.61
2021-10-13,New York,45,12.5,0.045,0.029,0.28
2021-10-14,New York,76,16.3,0.048,0.033,0.53
2021-10-15,New York,75,11.7,0.066,0.029,0.63
2021-10-16,New York,36,9.2,0.021,0.019,0.19
2021-10-17,New York,69,9.0,0.044,0.033,0.36
2021-10-18,New York,45,11.3,0.032,0.022,0.27
2021-10-19,New York,57,9.6,0.04,0.022,0.34
2021-10-20,New York,37,8.8,0.024,0.024,0.37
2021-10-21,New York,55,11.5,0.048,0.038,0.4
2021-10-22,New York,68,19.9,0.042,0.029,0.47
2021-10-23,New York,65,13.1,0.047,0.023,0.55
2021-10-24,New York,49,11.7,0.026,0.028,0.47
2021-10-25,New York,54,8.1,0.048,0.027,0.47
2021-10-26,New York,78,10.8,0.065,0.036,0.72
2021-10-27,New York,65,6.9,0.06,0.037,0.5
2021-10-28,New York,55,14.7,0.048,0.038,0.52
2021-10-29,New York,50,11.5,0.049,0.022,0.46
2021-10-30,New York,57,11.9,0.051,0.03,0.29
2021-10-31,New York,61,8.2,0.057,0.043,0.36
2021-11-01,New York,65,6.6,0.057,0.032,0.61
2021-11-02,New York,54,5.9,0.045,0.017,0.53
2021-11-03,New York,68,20.4,0.047,0.037,0.68
2021-11-04,New York,70,13.7,0.05,0.046,0.6
2021-11-05,New York,60,13.4,0.057,0.02,0.44
2021-11-06,New York,71,20.7,0.065,0.047,0.53
2021-11-07,New York,55,15.3,0.044,0.022,0.41
2021-11-08,New York,70,17.7,0.058,0.042,0.39
2021-11-09,New York,67,19.9,0.043,0.034,0.49
2021-11-10,New York,66,15.0,0.056,0.045,0.65
2021-11-11,New York,57,16.6,0.055,0.033,0.45
2021-11-12,New York,70,17.2,0.053,0.039,0.4
2021-11-13,New York,81,13.5,0.059,0.034,0.64
2021-11-14,New York,68,7.9,0.043,0.04,0.53
2021-11-15,New York,62,13.6,0.055,0.029,0.48
2021-11-16,New York,60,16.5,0.059,0.021,0.38
2021-11-17,New York,65,8.7,0.052,0.043,0.54
2021-11-18,New York,55,9.9,0.052,0.031,0.35
2021-11-19,New York,64,7.3,0.042,0.028,0.41
2021-11-20,New York,46,9.5,0.029,0.024,0.34
2021-11-21,New York,68,18.2,0.04,0.037,0.54
2021-11-22,New York,69,19.2,0.05,0.041,0.48
2021-11-23,New York,72,12.8,0.059,0.031,0.46
2021-11-24,New York,58,15.4,0.058,0.018,0.48
2021-11-25,New York,73,20.8,0.041,0.024,0.65
2021-11-26,New York,80,15.5,0.074,0.044,0.69
2021-11-27,New York,80,11.2,0.046,0.024,0.66
2021-11-28,New York,85,22.9,0.073,0.052,0.59
2021-11-29,New York,50,7.4,0.03,0.031,0.3
2021-11-30,New York,65,13.3,0.051,0.033,0.36
2021-12-01,New York,57,5.9,0.034,0.033,0.53
2021-12-02,New York,54,13.9,0.051,0.023,0.48
2021-12-03,New York,68,10.8,0.035,0.022,0.39
2021-12-04,New York,48,11.1,0.04,0.031,0.33
2021-12-05,New York,77,18.7,0.048,0.05,0.72
2021-12-06,New York,84,9.3,0.044,0.032,0.45
2021-12-07,New York,62,17.9,0.046,0.038,0.37
2021-12-08,New York,67,11.3,0.062,0.044,0.67
2021-12-09,New York,72,15.8,0.062,0.041,0.67
2021-12-10,New York,75,12.5,0.044,0.041,0.6
2021-12-11,New York,86,10.4,0.077,0.036,0.53
2021-12-12,New York,65,14.0,0.06,0.032,0.65
2021-12-13,New York,74,14.9,0.064,0.032,0.54
2021-12-14,New York,73,8.3,0.06,0.03,0.54
2021-12-15,New York,69,17.3,0.035,0.038,0.61
2021-12-16,New York,78,8.0,0.049,0.047,0.66
2021-12-17,New York,86,14.7,0.06,0.031,0.84
2021-12-18,New York,96,10.3,0.09,0.032,0.82
2021-12-19,New York,88,14.9,0.048,0.058,0.71
2021-12-20,New York,82,20.3,0.073,0.05,0.73
2021-12-21,New York,64,8.9,0.055,0.041,0.43
2021-12-22,New York,53,14.8,0.048,0.016,0.45
2021-12-23,New York,84,17.3,0.084,0.034,0.73
2021-12-24,New York,60,11.5,0.031,0.034,0.39
2021-12-25,New York,73,8.5,0.049,0.023,0.39
2021-12-26,New York,94,15.5,0.065,0.034,0.52
2021-12-27,New York,69,15.5,0.048,0.024,0.4
2021-12-28,New York,79,19.1,0.053,0.037,0.55
2021-12-29,New York,78,18.7,0.056,0.034,0.68
2021-12-30,New York,81,17.1,0.071,0.049,0.53
2021-12-31,New York,90,17.5,0.079,0.034,0.88
2022-01-01,New York,88,22.7,0.084,0.056,0.62
2022-01-02,New York,82,11.9,0.06,0.052,0.42
2022-01-03,New York,66,19.1,0.034,0.022,0.44
2022-01-04,New York,84,22.2,0.076,0.044,0.82
2022-01-05,New York,69,15.5,0.059,0.029,0.58
2022-01-06,New York,74,14.4,0.067,0.051,0.59
2022-01-07,New York,86,9.0,0.061,0.03,0.69
2022-01-08,New York,92,15.1,0.067,0.045,0.59
2022-01-09,New York,71,12.4,0.051,0.024,0.59
2022-01-10,New York,97,17.5,0.068,0.047,0.87
2022-01-11,New York,79,22.8,0.061,0.04,0.59
2022-01-12,New York,79,17.8,0.053,0.031,0.55
2022-01-13,New York,75,13.3,0.065,0.051,0.44
2022-01-14,New York,100,22.6,0.089,0.062,0.75
2022-01-15,New York,84,21.8,0.058,0.052,0.79
2022-01-16,New York,88,13.9,0.057,0.045,0.59
2022-01-17,New York,77,12.2,0.047,0.044,0.7
2022-01-18,New York,78,8.1,0.055,0.029,0.45
2022-01-19,New York,86,18.2,0.074,0.056,0.65
2022-01-20,New York,67,15.4,0.035,0.045,0.49
2022-01-21,New York,93,21.2,0.075,0.059,0.52
2022-01-22,New York,82,24.5,0.044,0.025,0.62
2022-01-23,New York,74,17.3,0.045,0.027,0.52
2022-01-24,New York,96,11.3,0.064,0.056,0.93
2022-01-25,New York,83,16.3,0.07,0.053,0.53
2022-01-26,New York,88,12.9,0.064,0.027,0.8
2022-01-27,New York,78,19.9,0.066,0.03,0.75
2022-01-28,New York,88,13.1,0.081,0.038,0.77
2022-01-29,New York,91,15.4,0.051,0.059,0.7
2022-01-30,New York,94,16.8,0.05,0.041,0.86
2022-01-31,New York,87,22.8,0.082,0.036,0.74
2022-02-01,New York,89,13.5,0.088,0.049,0.87
2022-02-02,New York,95,26.3,0.06,0.064,0.91
2022-02-03,New York,82,16.1,0.043,0.054,0.67
2022-02-04,New York,94,19.1,0.061,0.061,0.88
2022-02-05,New York,74,20.8,0.045,0.043,0.65
2022-02-06,New York,94,22.7,0.081,0.061,0.67
2022-02-07,New York,86,23.8,0.081,0.048,0.56
2022-02-08,New York,101,28.9,0.079,0.04,0.79
2022-02-09,New York,79,14.0,0.059,0.041,0.68
2022-02-10,New York,87,14.2,0.058,0.057,0.84
2022-02-11,New York,88,9.5,0.077,0.032,0.56
2022-02-12,New York,90,14.3,0.085,0.06,0.83
2022-02-13,New York,85,18.1,0.083,0.049,0.48
2022-02-14,New York,106,15.7,0.054,0.065,1.05
2022-02-15,New York,99,23.5,0.055,0.054,0.7
2022-02-16,New York,91,20.0,0.049,0.054,0.81
2022-02-17,New York,83,18.3,0.047,0.026,0.76
2022-02-18,New York,89,14.0,0.079,0.06,0.54
2022-02-19,New York,97,17.8,0.064,0.048,0.81
2022-02-20,New York,100,27.7,0.071,0.043,0.9
2022-02-21,New York,89,12.9,0.049,0.062,0.6
2022-02-22,New York,96,11.1,0.049,0.059,0.79
2022-02-23,New York,64,7.7,0.057,0.021,0.61
2022-02-24,New York,98,18.2,0.058,0.067,0.78
2022-02-25,New York,113,31.0,0.092,0.067,0.77
2022-02-26,New York,102,27.8,0.086,0.039,0.87
2022-02-27,New York,97,27.5,0.085,0.041,0.65
2022-02-28,New York,86,16.1,0.082,0.034,0.45
2022-03-01,New York,99,26.9,0.057,0.057,0.54
2022-03-02,New York,106,11.3,0.076,0.043,0.73
2022-03-03,New York,106,14.0,0.069,0.051,0.72
2022-03-04,New York,89,19.7,0.049,0.06,0.75
2022-03-05,New York,111,23.2,0.109,0.075,0.96
2022-03-06,New York,107,17.8,0.055,0.047,0.62
2022-03-07,New York,93,10.6,0.071,0.031,0.52
2022-03-08,New York,91,23.9,0.077,0.056,0.69
2022-03-09,New York,101,24.2,0.07,0.038,0.75
2022-03-10,New York,100,25.2,0.09,0.05,0.59
2022-03-11,New York,92,9.8,0.09,0.043,0.48
2022-03-12,New York,95,14.7,0.074,0.059,0.91
2022-03-13,New York,86,14.5,0.05,0.057,0.51
2022-03-14,New York,98,26.0,0.055,0.057,0.88
2022-03-15,New York,103,30.4,0.083,0.069,0.96
2022-03-16,New York,101,25.1,0.054,0.035,0.93
2022-03-17,New York,90,11.6,0.079,0.058,0.69
2022-03-18,New York,106,28.1,0.077,0.038,0.7
2022-03-19,New York,97,15.1,0.066,0.033,0.61
2022-03-20,New York,95,21.3,0.048,0.029,0.83
2022-03-21,New York,112,21.3,0.066,0.034,0.68
2022-03-22,New York,98,24.1,0.076,0.042,0.62
2022-03-23,New York,72,20.2,0.07,0.046,0.62
2022-03-24,New York,95,24.3,0.081,0.035,0.7
2022-03-25,New York,88,14.8,0.075,0.062,0.71
2022-03-26,New York,116,22.7,0.11,0.059,0.67
2022-03-27,New York,101,18.1,0.065,0.05,0.52
2022-03-28,New York,111,22.9,0.081,0.075,0.62
2022-03-29,New York,103,26.4,0.068,0.07,0.94
2022-03-30,New York,114,33.8,0.107,0.069,1.03
2022-03-31,New York,87,17.8,0.057,0.045,0.83
2022-04-01,New York,85,23.4,0.06,0.034,0.77
2022-04-02,New York,117,20.6,0.112,0.041,0.63
2022-04-03,New York,76,17.4,0.053,0.034,0.41
2022-04-04,New York,103,28.3,0.052,0.065,0.56
2022-04-05,New York,77,21.7,0.064,0.027,0.47
2022-04-06,New York,96,14.3,0.091,0.065,0.68
2022-04-07,New York,89,15.5,0.081,0.035,0.71
2022-04-08,New York,103,13.6,0.091,0.069,0.75
2022-04-09,New York,94,21.3,0.093,0.061,0.63
2022-04-10,New York,108,12.9,0.105,0.05,0.8
2022-04-11,New York,105,21.1,0.066,0.06,0.87
2022-04-12,New York,97,12.2,0.071,0.033,0.72
2022-04-13,New York,93,14.0,0.087,0.064,0.53
2022-04-14,New York,100,13.1,0.058,0.062,0.69
2022-04-15,New York,110,26.6,0.107,0.037,0.94
2022-04-16,New York,95,26.4,0.09,0.034,0.51
2022-04-17,New York,86,22.7,0.08,0.047,0.67
2022-04-18,New York,98,28.4,0.083,0.048,0.64
2022-04-19,New York,109,21.2,0.106,0.045,0.89
2022-04-20,New York,104,17.5,0.072,0.054,0.57
2022-04-21,New York,113,20.9,0.112,0.076,0.98
2022-04-22,New York,100,14.4,0.092,0.062,0.91
2022-04-23,New York,114,31.6,0.106,0.047,0.63
2022-04-24,New York,103,11.7,0.096,0.064,0.56
2022-04-25,New York,94,18.9,0.073,0.059,0.72
2022-04-26,New York,128,32.7,0.095,0.041,1.16
2022-04-27,New York,96,19.5,0.088,0.039,0.78
2022-04-28,New York,92,20.8,0.073,0.028,0.79
2022-04-29,New York,90,15.0,0.056,0.057,0.52
2022-04-30,New York,100,10.9,0.06,0.05,0.72
2022-05-01,New York,89,14.2,0.063,0.054,0.55
2022-05-02,New York,93,25.9,0.091,0.035,0.65
2022-05-03,New York,92,16.1,0.058,0.043,0.75
2022-05-04,New York,105,25.2,0.096,0.062,1.05
2022-05-05,New York,101,29.5,0.072,0.033,0.94
2022-05-06,New York,89,26.6,0.077,0.033,0.75
2022-05-07,New York,107,21.9,0.085,0.035,0.62
2022-05-08,New York,95,15.5,0.057,0.048,0.9
2022-05-09,New York,106,17.5,0.069,0.061,0.66
2022-05-10,New York,106,11.6,0.069,0.07,0.67
2022-05-11,New York,79,11.3,0.057,0.035,0.47
2022-05-12,New York,95,9.8,0.079,0.045,0.68
2022-05-13,New York,97,23.7,0.08,0.04,0.5
2022-05-14,New York,104,26.6,0.066,0.061,0.7
2022-05-15,New York,109,31.1,0.092,0.059,0.59
2022-05-16,New York,72,15.4,0.048,0.046,0.46
2022-05-17,New York,105,18.7,0.053,0.036,0.97
2022-05-18,New York,104,13.3,0.066,0.037,0.89
2022-05-19,New York,79,23.6,0.068,0.055,0.6
2022-05-20,New York,97,9.8,0.069,0.045,0.87
2022-05-21,New York,81,20.9,0.066,0.037,0.69
2022-05-22,New York,85,9.8,0.062,0.047,0.81
2022-05-23,New York,90,16.0,0.052,0.035,0.63
2022-05-24,New York,104,26.0,0.074,0.051,0.97
2022-05-25,New York,106,27.5,0.085,0.062,0.69
2022-05-26,New York,94,12.0,0.067,0.036,0.68
2022-05-27,New York,97,19.4,0.053,0.049,0.91
2022-05-28,New York,85,16.6,0.058,0.042,0.7
2022-05-29,New York,88,12.5,0.057,0.03,0.66
2022-05-30,New York,92,16.8,0.068,0.038,0.75
2022-05-31,New York,89,23.4,0.087,0.032,0.84
2022-06-01,New York,85,15.0,0.083,0.047,0.85
2022-06-02,New York,83,15.4,0.063,0.058,0.81
2022-06-03,New York,80,14.1,0.045,0.046,0.62
2022-06-04,New York,92,24.6,0.074,0.031,0.63
2022-06-05,New York,79,13.9,0.052,0.032,0.47
2022-06-06,New York,96,20.1,0.068,0.047,0.88
2022-06-07,New York,95,21.6,0.054,0.063,0.66
2022-06-08,New York,87,23.7,0.067,0.026,0.83
2022-06-09,New York,89,11.6,0.065,0.033,0.55
2022-06-10,New York,67,18.2,0.052,0.04,0.58
2022-06-11,New York,65,15.8,0.044,0.042,0.51
2022-06-12,New York,88,16.9,0.087,0.056,0.87
2022-06-13,New York,83,14.1,0.046,0.038,0.5
2022-06-14,New York,94,22.8,0.054,0.046,0.5
2022-06-15,New York,99,14.3,0.057,0.063,0.61
2022-06-16,New York,92,20.3,0.081,0.062,0.88
2022-06-17,New York,104,26.1,0.084,0.068,0.89
2022-06-18,New York,84,21.4,0.061,0.042,0.72
2022-06-19,New York,95,10.6,0.049,0.065,0.65
2022-06-20,New York,81,17.7,0.076,0.036,0.7
2022-06-21,New York,62,15.3,0.054,0.03,0.53
2022-06-22,New York,86,15.4,0.064,0.033,0.52
2022-06-23,New York,80,9.1,0.058,0.053,0.47
2022-06-24,New York,74,12.6,0.051,0.031,0.48
2022-06-25,New York,86,8.8,0.076,0.055,0.47
2022-06-26,New York,102,28.7,0.069,0.045,0.71
2022-06-27,New York,78,21.0,0.065,0.04,0.52
2022-06-28,New York,80,20.7,0.051,0.056,0.73
2022-06-29,New York,65,16.1,0.061,0.026,0.51
2022-06-30,New York,81,17.8,0.078,0.028,0.74
2022-07-01,New York,88,15.3,0.08,0.048,0.84
2022-07-02,New York,78,18.5,0.065,0.03,0.53
2022-07-03,New York,88,15.4,0.056,0.033,0.67
2022-07-04,New York,94,18.4,0.063,0.038,0.59
2022-07-05,New York,67,13.2,0.059,0.038,0.53
2022-07-06,New York,104,23.1,0.096,0.065,0.52
2022-07-07,New York,72,9.8,0.057,0.024,0.72
2022-07-08,New York,68,8.3,0.039,0.042,0.66
2022-07-09,New York,69,11.3,0.055,0.031,0.45
2022-07-10,New York,79,8.2,0.073,0.039,0.63
2022-07-11,New York,78,8.6,0.047,0.025,0.77
2022-07-12,New York,67,12.6,0.061,0.041,0.6
2022-07-13,New York,82,21.5,0.076,0.057,0.66
2022-07-14,New York,76,20.4,0.068,0.051,0.71
2022-07-15,New York,68,11.8,0.048,0.023,0.5
2022-07-16,New York,70,21.0,0.045,0.043,0.52
2022-07-17,New York,72,17.5,0.071,0.029,0.36
2022-07-18,New York,65,13.4,0.037,0.028,0.63
2022-07-19,New York,88,21.7,0.049,0.054,0.55
2022-07-20,New York,68,11.1,0.046,0.036,0.39
2022-07-21,New York,75,11.7,0.061,0.035,0.71
2022-07-22,New York,62,6.7,0.031,0.022,0.35
2022-07-23,New York,72,8.7,0.039,0.049,0.56
2022-07-24,New York,84,15.7,0.068,0.038,0.71
2022-07-25,New York,78,18.4,0.057,0.031,0.63
2022-07-26,New York,67,14.5,0.065,0.045,0.67
2022-07-27,New York,68,12.7,0.038,0.034,0.49
2022-07-28,New York,51,11.6,0.04,0.02,0.38
2022-07-29,New York,52,5.4,0.05,0.023,0.29
2022-07-30,New York,77,19.3,0.061,0.025,0.42
2022-07-31,New York,73,20.3,0.043,0.026,0.45
2022-08-01,New York,60,13.1,0.035,0.022,0.48
2022-08-02,New York,61,15.3,0.057,0.03,0.46
2022-08-03,New York,59,9.3,0.034,0.029,0.31
2022-08-04,New York,55,14.7,0.039,0.037,0.39
2022-08-05,New York,68,11.5,0.057,0.021,0.58
2022-08-06,New York,57,11.7,0.045,0.04,0.32
2022-08-07,New York,68,7.0,0.039,0.04,0.49
2022-08-08,New York,64,16.6,0.054,0.032,0.58
2022-08-09,New York,70,11.4,0.054,0.042,0.47
2022-08-10,New York,77,13.0,0.074,0.031,0.56
2022-08-11,New York,60,11.5,0.04,0.028,0.47
2022-08-12,New York,71,7.4,0.05,0.034,0.69
2022-08-13,New York,73,9.8,0.047,0.05,0.49
2022-08-14,New York,77,14.1,0.048,0.041,0.46
2022-08-15,New York,78,17.0,0.078,0.051,0.54
2022-08-16,New York,74,16.7,0.039,0.024,0.64
2022-08-17,New York,51,13.2,0.047,0.026,0.27
2022-08-18,New York,77,13.1,0.073,0.042,0.41
2022-08-19,New York,60,18.0,0.036,0.041,0.59
2022-08-20,New York,69,13.3,0.067,0.045,0.5
2022-08-21,New York,61,15.3,0.035,0.018,0.34
2022-08-22,New York,66,9.5,0.045,0.03,0.41
2022-08-23,New York,53,10.5,0.038,0.036,0.39
2022-08-24,New York,61,14.1,0.057,0.028,0.33
2022-08-25,New York,54,15.5,0.048,0.024,0.36
2022-08-26,New York,79,11.7,0.043,0.025,0.49
2022-08-27,New York,95,16.4,0.077,0.05,0.81
2022-08-28,New York,51,7.9,0.04,0.019,0.48
2022-08-29,New York,54,12.2,0.033,0.025,0.5
2022-08-30,New York,64,11.1,0.04,0.039,0.53
2022-08-31,New York,63,13.1,0.048,0.025,0.47
2022-09-01,New York,67,12.1,0.043,0.026,0.47
2022-09-02,New York,59,7.6,0.036,0.035,0.42
2022-09-03,New York,59,13.3,0.047,0.037,0.37
2022-09-04,New York,71,18.3,0.059,0.035,0.48
2022-09-05,New York,37,7.3,0.032,0.017,0.32
2022-09-06,New York,56,14.5,0.031,0.037,0.44
2022-09-07,New York,44,9.6,0.03,0.025,0.27
2022-09-08,New York,41,5.7,0.037,0.025,0.27
2022-09-09,New York,58,11.7,0.053,0.036,0.46
2022-09-10,New York,50,7.8,0.035,0.034,0.37
