date,city,heat_related_illnesses,respiratory_issues,mental_health_reports
2022-05-21,New York,59,127,39
2022-05-22,New York,39,85,20
2022-05-23,New York,40,66,29
2022-05-24,New York,45,95,50
2022-05-25,New York,31,70,16
2022-05-26,New York,40,99,41
2022-05-27,New York,54,102,79
2022-05-28,New York,25,45,21
2022-05-29,New York,29,44,43
2022-05-30,New York,36,79,27
2022-05-31,New York,41,80,23
2022-06-01,New York,37,69,45
2022-06-02,New York,48,87,57
2022-06-03,New York,33,65,28
2022-06-04,New York,46,79,59
2022-06-05,New York,19,36,22
2022-06-06,New York,30,45,24
2022-06-07,New York,33,69,29
2022-06-08,New York,30,66,36
2022-06-09,New York,41,71,25
2022-06-10,New York,29,43,32
2022-06-11,New York,31,59,24
2022-06-12,New York,39,78,27
2022-06-13,New York,36,80,48
2022-06-14,New York,33,79,22
2022-06-15,New York,35,77,40
2022-06-16,New York,39,85,41
2022-06-17,New York,36,76,41
2022-06-18,New York,57,138,38
2022-06-19,New York,38,84,51
2022-06-20,New York,29,50,29
2022-06-21,New York,30,71,42
2022-06-22,New York,23,38,27
2022-06-23,New York,44,77,38
2022-06-24,New York,26,50,13
2022-06-25,New York,23,35,26
2022-06-26,New York,22,49,22
2022-06-27,New York,20,45,19
2022-06-28,New York,29,69,32
2022-06-29,New York,42,93,36
2022-06-30,New York,20,47,25
2022-07-01,New York,28,43,31
2022-07-02,New York,33,55,45
2022-07-03,New York,27,45,29
2022-07-04,New York,31,54,35
2022-07-05,New York,26,63,18
2022-07-06,New York,30,56,34
2022-07-07,New York,22,40,31
2022-07-08,New York,28,58,24
2022-07-09,New York,24,50,21
2022-07-10,New York,12,28,6
2022-07-11,New York,31,57,16
2022-07-12,New York,37,76,50
2022-07-13,New York,42,86,24
2022-07-14,New York,27,54,25
2022-07-15,New York,18,32,16
2022-07-16,New York,16,39,12
2022-07-17,New York,38,72,22
2022-07-18,New York,45,109,48
2022-07-19,New York,17,29,11
2022-07-20,New York,32,66,44
2022-07-21,New York,29,60,40
2022-07-22,New York,10,24,8
2022-07-23,New York,22,46,18
2022-07-24,New York,13,31,11
2022-07-25,New York,29,58,15
2022-07-26,New York,28,47,39
2022-07-27,New York,18,43,13
2022-07-28,New York,28,67,20
2022-07-29,New York,18,33,21
2022-07-30,New York,10,24,9
2022-07-31,New York,28,47,25
2022-08-01,New York,17,36,10
2022-08-02,New York,10,21,13
2022-08-03,New York,28,55,38
2022-08-04,New York,20,49,24
2022-08-05,New York,18,35,15
2022-08-06,New York,2,3,1
2022-08-07,New York,36,72,25
2022-08-08,New York,25,56,14
2022-08-09,New York,15,36,8
2022-08-10,New York,12,22,7
2022-08-11,New York,27,64,39
2022-08-12,New York,12,20,8
2022-08-13,New York,22,33,22
2022-08-14,New York,13,28,8
2022-08-15,New York,16,33,12
2022-08-16,New York,26,47,32
2022-08-17,New York,15,37,15
2022-08-18,New York,10,17,11
2022-08-19,New York,13,23,12
2022-08-20,New York,4,9,5
2022-08-21,New York,24,43,14
2022-08-22,New York,24,43,14
2022-08-23,New York,18,27,11
2022-08-24,New York,10,15,7
2022-08-25,New York,0,0,0
2022-08-26,New York,23,42,20
2022-08-27,New York,16,37,16
2022-08-28,New York,13,27,17
2022-08-29,New York,19,30,21
2022-08-30,New York,4,7,2
2022-08-31,New York,4,9,5
2022-09-01,New York,0,0,0
2022-09-02,New York,17,31,24
2022-09-03,New York,0,0,0
2022-09-04,New York,6,12,4
2022-09-05,New York,29,72,14
2022-09-06,New York,18,39,22
2022-09-07,New York,20,49,27
2022-09-08,New York,1,1,0
2022-09-09,New York,0,0,0
2022-09-10,New York,8,12,8
2022-09-11,New York,6,10,3
2022-09-12,New York,14,30,12
2022-09-13,New York,12,28,13
2022-09-14,New York,16,32,11
2022-09-15,New York,15,22,13
2022-09-16,New York,2,4,1
2022-09-17,New York,18,39,19
2022-09-18,New York,0,0,0
2022-09-19,New York,21,45,27
2022-09-20,New York,17,29,11
2022-09-21,New York,0,0,0
2022-09-22,New York,20,47,25
2022-09-23,New York,12,29,11
2022-09-24,New York,20,32,29
2022-09-25,New York,13,28,12
2022-09-26,New York,5,9,5
2022-09-27,New York,15,25,14
2022-09-28,New York,18,27,24
2022-09-29,New York,11,19,6
2022-09-30,New York,0,0,0
2022-10-01,New York,13,27,11
2022-10-02,New York,27,45,21
2022-10-03,New York,14,29,7
2022-10-04,New York,0,0,0
2022-10-05,New York,3,5,1
2022-10-06,New York,0,0,0
2022-10-07,New York,15,25,16
2022-10-08,New York,4,9,4
2022-10-09,New York,18,29,17
2022-10-10,New York,15,24,12
2022-10-11,New York,9,17,12
2022-10-12,New York,17,28,17
2022-10-13,New York,9,18,11
2022-10-14,New York,22,47,28
2022-10-15,New York,4,6,5
2022-10-16,New York,17,35,24
2022-10-17,New York,27,46,18
2022-10-18,New York,21,45,27
2022-10-19,New York,31,46,46
2022-10-20,New York,11,16,10
2022-10-21,New York,1,2,0
2022-10-22,New York,15,32,18
2022-10-23,New York,26,54,22
2022-10-24,New York,4,9,3
2022-10-25,New York,17,39,16
2022-10-26,New York,0,0,0
2022-10-27,New York,14,22,20
2022-10-28,New York,14,24,16
2022-10-29,New York,10,16,5
2022-10-30,New York,24,49,12
2022-10-31,New York,14,34,7
2022-11-01,New York,18,37,15
2022-11-02,New York,30,68,43
2022-11-03,New York,2,3,1
2022-11-04,New York,19,41,19
2022-11-05,New York,19,46,15
2022-11-06,New York,21,44,12
2022-11-07,New York,21,38,24
2022-11-08,New York,18,30,13
2022-11-09,New York,7,16,10
2022-11-10,New York,6,10,3
2022-11-11,New York,32,60,40
2022-11-12,New York,16,37,9
2022-11-13,New York,27,61,39
2022-11-14,New York,11,26,15
2022-11-15,New York,19,46,13
2022-11-16,New York,22,41,29
2022-11-17,New York,26,63,16
2022-11-18,New York,32,48,26
2022-11-19,New York,23,39,29
2022-11-20,New York,3,5,1
2022-11-21,New York,7,15,5
2022-11-22,New York,21,36,19
2022-11-23,New York,9,21,11
2022-11-24,New York,37,63,49
2022-11-25,New York,22,50,18
2022-11-26,New York,24,42,18
2022-11-27,New York,18,44,24
2022-11-28,New York,0,0,0
2022-11-29,New York,29,60,26
2022-11-30,New York,37,92,30
2022-12-01,New York,26,50,32
2022-12-02,New York,21,51,13
2022-12-03,New York,28,66,25
2022-12-04,New York,26,61,38
2022-12-05,New York,36,61,38
2022-12-06,New York,25,46,13
2022-12-07,New York,33,56,32
2022-12-08,New York,20,45,25
2022-12-09,New York,55,124,82
2022-12-10,New York,45,70,59
2022-12-11,New York,23,54,16
2022-12-12,New York,0,0,0
2022-12-13,New York,23,51,14
2022-12-14,New York,31,65,20
2022-12-15,New York,23,35,27
2022-12-16,New York,8,15,4
2022-12-17,New York,24,36,34
2022-12-18,New York,25,48,18
2022-12-19,New York,21,38,16
2022-12-20,New York,32,75,31
2022-12-21,New York,37,78,51
2022-12-22,New York,33,60,22
2022-12-23,New York,42,81,51
2022-12-24,New York,41,87,23
2022-12-25,New York,27,58,35
2022-12-26,New York,42,75,25
2022-12-27,New York,39,80,47
2022-12-28,New York,24,59,15
2022-12-29,New York,20,35,11
2022-12-30,New York,30,61,42
2022-12-31,New York,47,112,46
2023-01-01,New York,29,44,30
2023-01-02,New York,23,35,22
2023-01-03,New York,37,79,51
2023-01-04,New York,39,90,36
2023-01-05,New York,23,51,14
2023-01-06,New York,23,55,29
2023-01-07,New York,24,53,16
2023-01-08,New York,32,76,16
2023-01-09,New York,26,40,22
2023-01-10,New York,48,119,32
2023-01-11,New York,48,90,61
2023-01-12,New York,43,93,39
2023-01-13,New York,57,119,54
2023-01-14,New York,30,47,40
2023-01-15,New York,21,52,26
2023-01-16,New York,20,33,18
2023-01-17,New York,28,51,17
2023-01-18,New York,64,101,72
2023-01-19,New York,17,40,10
2023-01-20,New York,38,88,28
2023-01-21,New York,40,88,23
2023-01-22,New York,43,87,58
2023-01-23,New York,45,86,37
2023-01-24,New York,59,117,40
2023-01-25,New York,60,96,36
2023-01-26,New York,37,84,44
2023-01-27,New York,47,113,65
2023-01-28,New York,40,95,38
2023-01-29,New York,52,120,51
2023-01-30,New York,50,77,49
2023-01-31,New York,40,71,44
2023-02-01,New York,50,95,51
2023-02-02,New York,51,101,60
2023-02-03,New York,51,87,41
2023-02-04,New York,50,76,41
2023-02-05,New York,44,105,36
2023-02-06,New York,50,101,50
2023-02-07,New York,36,76,34
2023-02-08,New York,48,99,67
2023-02-09,New York,51,103,31
2023-02-10,New York,51,102,34
2023-02-11,New York,54,87,58
2023-02-12,New York,22,41,19
2023-02-13,New York,31,52,27
2023-02-14,New York,33,64,24
2023-02-15,New York,39,90,48
2023-02-16,New York,63,99,55
2023-02-17,New York,42,68,26
2023-02-18,New York,57,112,70
2023-02-19,New York,44,84,63
2023-02-20,New York,32,69,47
2023-02-21,New York,42,89,27
2023-02-22,New York,47,81,53
2023-02-23,New York,36,82,50
2023-02-24,New York,54,133,36
2023-02-25,New York,37,64,23
2023-02-26,New York,53,102,56
2023-02-27,New York,46,73,60
2023-02-28,New York,59,126,30
2023-03-01,New York,39,66,25
2023-03-02,New York,52,81,26
2023-03-03,New York,79,181,40
2023-03-04,New York,67,154,61
2023-03-05,New York,45,71,54
2023-03-06,New York,48,101,42
2023-03-07,New York,73,139,56
2023-03-08,New York,64,153,41
2023-03-09,New York,53,116,72
2023-03-10,New York,49,97,70
2023-03-11,New York,26,52,14
2023-03-12,New York,49,98,49
2023-03-13,New York,49,81,40
2023-03-14,New York,38,89,28
2023-03-15,New York,57,119,36
2023-03-16,New York,33,60,27
2023-03-17,New York,47,111,69
2023-03-18,New York,51,116,74
2023-03-19,New York,58,113,46
2023-03-20,New York,69,159,54
2023-03-21,New York,53,120,42
2023-03-22,New York,45,80,56
2023-03-23,New York,45,67,28
2023-03-24,New York,47,99,45
2023-03-25,New York,46,70,57
2023-03-26,New York,45,107,34
2023-03-27,New York,62,95,61
2023-03-28,New York,45,93,66
2023-03-29,New York,58,116,78
2023-03-30,New York,60,96,86
2023-03-31,New York,47,86,30
2023-04-01,New York,63,153,35
2023-04-02,New York,79,189,103
2023-04-03,New York,50,123,53
2023-04-04,New York,73,174,83
2023-04-05,New York,50,110,29
2023-04-06,New York,70,154,83
2023-04-07,New York,30,57,26
2023-04-08,New York,58,98,75
2023-04-09,New York,63,137,39
2023-04-10,New York,37,84,23
2023-04-11,New York,39,75,48
2023-04-12,New York,42,86,57
2023-04-13,New York,58,126,70
2023-04-14,New York,46,111,23
2023-04-15,New York,38,82,27
2023-04-16,New York,61,135,63
2023-04-17,New York,37,71,30
2023-04-18,New York,53,92,53
2023-04-19,New York,48,109,31
2023-04-20,New York,41,77,40
2023-04-21,New York,48,92,38
2023-04-22,New York,37,78,27
2023-04-23,New York,58,95,48
2023-04-24,New York,46,81,46
2023-04-25,New York,50,86,42
2023-04-26,New York,49,97,49
2023-04-27,New York,52,125,77
2023-04-28,New York,45,82,64
2023-04-29,New York,53,98,67
2023-04-30,New York,41,82,42
2023-05-01,New York,36,84,22
2023-05-02,New York,41,99,37
2023-05-03,New York,37,76,35
2023-05-04,New York,49,121,65
2023-05-05,New York,41,87,31
2023-05-06,New York,32,75,45
2023-05-07,New York,48,105,57
2023-05-08,New York,34,80,38
2023-05-09,New York,41,92,58
2023-05-10,New York,54,100,27
2023-05-11,New York,45,86,24
2023-05-12,New York,50,119,43
2023-05-13,New York,43,103,37
2023-05-14,New York,59,98,65
2023-05-15,New York,53,124,76
2023-05-16,New York,49,97,29
2023-05-17,New York,39,71,39
2023-05-18,New York,53,132,42
2023-05-19,New York,39,91,35
2023-05-20,New York,43,67,46
2023-05-21,New York,47,79,63
2023-05-22,New York,52,107,64
2023-05-23,New York,47,97,55
2023-05-24,New York,43,67,59
2023-05-25,New York,23,44,33
2023-05-26,New York,51,87,40
2023-05-27,New York,59,91,46
2023-05-28,New York,53,122,59
2023-05-29,New York,49,109,49
2023-05-30,New York,32,68,28
2023-05-31,New York,28,55,31
2023-06-01,New York,49,105,40
2023-06-02,New York,40,99,35
2023-06-03,New York,38,80,39
2023-06-04,New York,66,147,91
2023-06-05,New York,49,92,38
2023-06-06,New York,48,111,44
2023-06-07,New York,37,84,27
2023-06-08,New York,39,87,48
2023-06-09,New York,49,111,67
2023-06-10,New York,38,65,56
2023-06-11,New York,24,37,16
2023-06-12,New York,34,82,49
2023-06-13,New York,36,85,43
2023-06-14,New York,48,105,33
2023-06-15,New York,30,68,19
2023-06-16,New York,54,82,52
2023-06-17,New York,39,78,29
2023-06-18,New York,38,94,29
2023-06-19,New York,39,82,43
2023-06-20,New York,47,85,49
2023-06-21,New York,29,57,43
2023-06-22,New York,45,78,43
2023-06-23,New York,42,91,40
2023-06-24,New York,30,56,42
2023-06-25,New York,38,89,50
2023-06-26,New York,20,43,29
2023-06-27,New York,23,52,23
2023-06-28,New York,34,80,36
2023-06-29,New York,24,43,15
2023-06-30,New York,36,69,47
2023-07-01,New York,38,62,32
2023-07-02,New York,49,113,58
2023-07-03,New York,47,105,35
2023-07-04,New York,17,27,20
2023-07-05,New York,21,39,14
2023-07-06,New York,42,103,58
2023-07-07,New York,23,53,28
2023-07-08,New York,11,19,8
2023-07-09,New York,47,115,43
2023-07-10,New York,16,32,16
2023-07-11,New York,24,56,13
2023-07-12,New York,31,62,42
2023-07-13,New York,29,63,33
2023-07-14,New York,19,33,15
2023-07-15,New York,23,56,12
2023-07-16,New York,28,67,14
2023-07-17,New York,19,35,9
2023-07-18,New York,21,32,18
2023-07-19,New York,36,72,30
2023-07-20,New York,9,21,7
2023-07-21,New York,24,59,24
2023-07-22,New York,24,51,27
2023-07-23,New York,20,31,18
2023-07-24,New York,27,64,29
2023-07-25,New York,0,0,0
2023-07-26,New York,30,56,15
2023-07-27,New York,15,28,13
2023-07-28,New York,30,51,28
2023-07-29,New York,26,41,24
2023-07-30,New York,8,19,7
2023-07-31,New York,6,12,6
2023-08-01,New York,21,34,14
2023-08-02,New York,21,44,20
2023-08-03,New York,26,49,20
2023-08-04,New York,6,12,6
2023-08-05,New York,18,27,20
2023-08-06,New York,22,49,15
2023-08-07,New York,16,36,15
2023-08-08,New York,10,24,8
2023-08-09,New York,24,38,14
2023-08-10,New York,14,22,13
2023-08-11,New York,27,59,17
2023-08-12,New York,11,24,6
2023-08-13,New York,33,53,21
2023-08-14,New York,35,53,21
2023-08-15,New York,14,32,19
2023-08-16,New York,9,17,4
2023-08-17,New York,12,22,7
2023-08-18,New York,24,59,27
2023-08-19,New York,21,40,10
2023-08-20,New York,17,32,11
2023-08-21,New York,0,0,0
2023-08-22,New York,45,108,29
2023-08-23,New York,19,30,22
2023-08-24,New York,15,25,18
2023-08-25,New York,28,48,26
2023-08-26,New York,11,25,8
2023-08-27,New York,7,13,5
2023-08-28,New York,29,55,36
2023-08-29,New York,3,5,3
2023-08-30,New York,22,47,30
2023-08-31,New York,11,16,7
2023-09-01,New York,10,18,11
2023-09-02,New York,0,0,0
2023-09-03,New York,0,0,0
2023-09-04,New York,6,12,6
2023-09-05,New York,5,9,5
2023-09-06,New York,2,3,2
2023-09-07,New York,0,0,0
2023-09-08,New York,13,23,8
2023-09-09,New York,15,33,19
2023-09-10,New York,27,63,33
2023-09-11,New York,32,54,18
2023-09-12,New York,0,0,0
2023-09-13,New York,16,32,10
2023-09-14,New York,6,14,8
2023-09-15,New York,16,29,21
2023-09-16,New York,14,24,8
2023-09-17,New York,14,24,9
2023-09-18,New York,4,6,3
2023-09-19,New York,18,40,12
2023-09-20,New York,14,25,9
2023-09-21,New York,12,22,17
2023-09-22,New York,0,0,0
2023-09-23,New York,6,11,5
2023-09-24,New York,0,0,0
2023-09-25,New York,22,43,12
2023-09-26,New York,6,12,8
2023-09-27,New York,0,0,0
2023-09-28,New York,4,9,2
2023-09-29,New York,12,25,7
2023-09-30,New York,0,0,0
2023-10-01,New York,22,49,32
2023-10-02,New York,17,26,17
2023-10-03,New York,26,45,24
2023-10-04,New York,27,61,22
2023-10-05,New York,12,28,15
2023-10-06,New York,6,11,6
2023-10-07,New York,0,0,0
2023-10-08,New York,30,66,27
2023-10-09,New York,7,16,9
2023-10-10,New York,28,44,26
2023-10-11,New York,13,31,18
2023-10-12,New York,0,0,0
2023-10-13,New York,0,0,0
2023-10-14,New York,27,65,32
2023-10-15,New York,10,20,7
2023-10-16,New York,4,7,4
2023-10-17,New York,35,82,19
2023-10-18,New York,16,27,21
2023-10-19,New York,19,45,23
2023-10-20,New York,11,25,7
2023-10-21,New York,16,33,13
2023-10-22,New York,17,28,9
2023-10-23,New York,2,4,2
2023-10-24,New York,15,37,7
2023-10-25,New York,22,46,32
2023-10-26,New York,21,40,27
2023-10-27,New York,0,0,0
2023-10-28,New York,20,30,22
2023-10-29,New York,0,0,0
2023-10-30,New York,10,17,7
2023-10-31,New York,19,31,17
2023-11-01,New York,0,0,0
2023-11-02,New York,14,23,17
2023-11-03,New York,22,37,19
2023-11-04,New York,13,23,10
2023-11-05,New York,9,19,11
2023-11-06,New York,12,29,15
2023-11-07,New York,23,56,14
2023-11-08,New York,4,7,2
2023-11-09,New York,0,0,0
2023-11-10,New York,19,44,22
2023-11-11,New York,3,5,4
2023-11-12,New York,9,15,9
2023-11-13,New York,26,39,19
2023-11-14,New York,6,10,5
2023-11-15,New York,24,52,16
2023-11-16,New York,13,29,13
2023-11-17,New York,10,16,13
2023-11-18,New York,11,24,7
2023-11-19,New York,13,30,11
2023-11-20,New York,4,7,3
2023-11-21,New York,30,68,26
2023-11-22,New York,27,42,19
2023-11-23,New York,22,38,22
2023-11-24,New York,0,0,0
2023-11-25,New York,7,11,9
2023-11-26,New York,26,43,21
2023-11-27,New York,15,30,9
2023-11-28,New York,24,36,27
2023-11-29,New York,0,0,0
2023-11-30,New York,18,42,10
2023-12-01,New York,26,59,36
2023-12-02,New York,11,21,14
2023-12-03,New York,27,61,20
2023-12-04,New York,23,53,28
2023-12-05,New York,18,42,25
2023-12-06,New York,16,24,23
2023-12-07,New York,30,60,35
2023-12-08,New York,9,19,10
2023-12-09,New York,32,57,33
2023-12-10,New York,22,53,22
2023-12-11,New York,44,104,41
2023-12-12,New York,25,50,24
2023-12-13,New York,18,31,25
2023-12-14,New York,7,17,5
2023-12-15,New York,19,44,12
2023-12-16,New York,41,61,56
2023-12-17,New York,36,70,40
2023-12-18,New York,21,47,10
2023-12-19,New York,14,29,7
2023-12-20,New York,4,9,2
2023-12-21,New York,28,68,22
2023-12-22,New York,21,43,14
2023-12-23,New York,17,35,18
2023-12-24,New York,28,63,29
2023-12-25,New York,21,45,27
2023-12-26,New York,21,49,28
2023-12-27,New York,32,76,41
2023-12-28,New York,22,38,18
2023-12-29,New York,29,54,40
2023-12-30,New York,33,81,49
2023-12-31,New York,26,50,15
2024-01-01,New York,29,47,19
2024-01-02,New York,26,55,16
2024-01-03,New York,35,57,20
2024-01-04,New York,36,76,31
2024-01-05,New York,33,58,44
2024-01-06,New York,27,65,35
2024-01-07,New York,30,65,40
2024-01-08,New York,28,45,20
2024-01-09,New York,16,30,15
2024-01-10,New York,24,48,28
2024-01-11,New York,40,94,46
2024-01-12,New York,27,48,36
2024-01-13,New York,23,38,24
2024-01-14,New York,32,54,40
2024-01-15,New York,34,58,18
2024-01-16,New York,42,95,34
2024-01-17,New York,29,62,35
2024-01-18,New York,22,35,30
2024-01-19,New York,60,141,73
2024-01-20,New York,50,76,65
2024-01-21,New York,26,42,28
2024-01-22,New York,35,66,35
2024-01-23,New York,37,75,25
2024-01-24,New York,22,33,14
2024-01-25,New York,37,57,22
2024-01-26,New York,36,87,42
2024-01-27,New York,56,103,81
2024-01-28,New York,66,107,71
2024-01-29,New York,34,64,18
2024-01-30,New York,47,92,45
2024-01-31,New York,35,83,45
2024-02-01,New York,32,76,44
2024-02-02,New York,32,73,30
2024-02-03,New York,42,66,30
2024-02-04,New York,27,58,24
2024-02-05,New York,37,81,25
2024-02-06,New York,21,41,23
2024-02-07,New York,45,77,62
2024-02-08,New York,28,51,22
2024-02-09,New York,59,119,54
2024-02-10,New York,47,77,69
2024-02-11,New York,44,90,41
2024-02-12,New York,56,134,45
2024-02-13,New York,41,79,52
2024-02-14,New York,44,83,54
